event_id,n_u_fired,n_v_fired,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,n_uv_fired_sum,n_uv_fired_product,roi_u_width,roi_v_width,roi_uv_width_product,ML_success,CURRENT_success
967,95,178,552.0,905.0,278.0,968.0,273,16910,354.0,691.0,244614.0,True,True
971,50,76,2516.0,2666.0,1794.0,2006.0,126,3800,151.0,213.0,32163.0,True,False
980,80,104,1900.0,2050.0,1738.0,1950.0,184,8320,151.0,213.0,32163.0,True,True
988,28,68,1161.0,1311.0,1285.0,1497.0,96,1904,151.0,213.0,32163.0,True,False
993,46,57,2343.0,2493.0,2166.0,2379.0,103,2622,151.0,214.0,32314.0,True,True
994,65,95,1580.0,1730.0,1467.0,1680.0,160,6175,151.0,214.0,32314.0,True,False
996,51,104,3277.0,3427.0,2399.0,2611.0,155,5304,151.0,213.0,32163.0,True,True
998,54,89,2730.0,2880.0,1970.0,2182.0,143,4806,151.0,213.0,32163.0,False,False
1000,65,73,2034.0,2184.0,1534.0,1746.0,138,4745,151.0,213.0,32163.0,True,True
1002,92,86,2645.0,2795.0,1811.0,2023.0,178,7912,151.0,213.0,32163.0,True,True
1005,44,58,1631.0,1781.0,1641.0,1853.0,102,2552,151.0,213.0,32163.0,True,True
1010,78,125,2403.0,2553.0,1972.0,2184.0,203,9750,151.0,213.0,32163.0,True,True
1027,20,45,736.0,886.0,732.0,944.0,65,900,151.0,213.0,32163.0,False,False
1033,56,66,3279.0,3429.0,2544.0,2756.0,122,3696,151.0,213.0,32163.0,False,True
1041,41,60,2721.0,2871.0,2490.0,2702.0,101,2460,151.0,213.0,32163.0,True,True
1043,92,46,2402.0,2552.0,2148.0,2360.0,138,4232,151.0,213.0,32163.0,True,True
1045,42,45,2512.0,2662.0,2073.0,2285.0,87,1890,151.0,213.0,32163.0,False,False
1047,116,224,413.0,758.0,574.0,1212.0,340,25984,346.0,639.0,221094.0,True,False
1050,31,98,2702.0,2852.0,2347.0,2559.0,129,3038,151.0,213.0,32163.0,False,True
1052,65,249,1663.0,1867.0,1181.0,1747.0,314,16185,205.0,567.0,116235.0,True,False
1057,86,58,451.0,826.0,72.0,793.0,144,4988,376.0,722.0,271472.0,True,True
1060,30,91,1207.0,1357.0,1340.0,1553.0,121,2730,151.0,214.0,32314.0,True,True
1061,52,91,2588.0,2738.0,2009.0,2222.0,143,4732,151.0,214.0,32314.0,True,True
1063,63,74,2605.0,2755.0,2130.0,2342.0,137,4662,151.0,213.0,32163.0,False,False
1069,64,114,2565.0,2715.0,2109.0,2322.0,178,7296,151.0,214.0,32314.0,True,False
1071,50,230,2327.0,2513.0,1611.0,2115.0,280,11500,187.0,505.0,94435.0,True,True
1072,123,71,974.0,1124.0,652.0,864.0,194,8733,151.0,213.0,32163.0,True,False
1078,48,80,730.0,880.0,861.0,1073.0,128,3840,151.0,213.0,32163.0,False,False
1079,44,73,3037.0,3187.0,2573.0,2785.0,117,3212,151.0,213.0,32163.0,False,False
1080,118,198,2802.0,3061.0,1864.0,2326.0,316,23364,260.0,463.0,120380.0,False,True
1085,55,57,2289.0,2439.0,1804.0,2017.0,112,3135,151.0,214.0,32314.0,False,False
1086,81,283,1143.0,1409.0,932.0,1529.0,364,22923,267.0,598.0,159666.0,True,True
1087,24,103,2203.0,2353.0,1533.0,1746.0,127,2472,151.0,214.0,32314.0,False,False
1088,37,72,1844.0,1994.0,1492.0,1704.0,109,2664,151.0,213.0,32163.0,True,False
1090,34,113,2666.0,2816.0,1918.0,2131.0,147,3842,151.0,214.0,32314.0,True,True
1095,46,182,358.0,703.0,640.0,1265.0,228,8372,346.0,626.0,216596.0,True,False
1096,50,52,2898.0,3048.0,2417.0,2629.0,102,2600,151.0,213.0,32163.0,True,False
1100,108,217,1296.0,1536.0,1214.0,1772.0,325,23436,241.0,559.0,134719.0,True,True
1103,61,83,1242.0,1392.0,855.0,1067.0,144,5063,151.0,213.0,32163.0,True,True
1105,43,65,1413.0,1563.0,941.0,1153.0,108,2795,151.0,213.0,32163.0,True,False
1107,54,83,1455.0,1605.0,1089.0,1302.0,137,4482,151.0,214.0,32314.0,True,False
1116,49,114,1786.0,1936.0,1283.0,1495.0,163,5586,151.0,213.0,32163.0,True,True
1122,92,105,2481.0,2631.0,2168.0,2380.0,197,9660,151.0,213.0,32163.0,True,False
1124,34,64,1782.0,1932.0,1601.0,1813.0,98,2176,151.0,213.0,32163.0,False,True
1128,77,69,1138.0,1288.0,1352.0,1564.0,146,5313,151.0,213.0,32163.0,True,True
1130,37,67,2675.0,2825.0,2338.0,2550.0,104,2479,151.0,213.0,32163.0,True,True
1131,17,39,3573.0,3723.0,3071.0,3284.0,56,663,151.0,214.0,32314.0,False,False
1136,53,84,1594.0,1744.0,1642.0,1854.0,137,4452,151.0,213.0,32163.0,False,False
1139,41,68,1776.0,1926.0,1387.0,1599.0,109,2788,151.0,213.0,32163.0,False,False
1148,28,73,3377.0,3527.0,2728.0,2940.0,101,2044,151.0,213.0,32163.0,False,True
1149,69,69,2299.0,2449.0,1920.0,2132.0,138,4761,151.0,213.0,32163.0,True,False
1150,64,108,2727.0,2877.0,2070.0,2282.0,172,6912,151.0,213.0,32163.0,True,False
1154,27,57,2278.0,2428.0,2058.0,2270.0,84,1539,151.0,213.0,32163.0,True,True
1158,27,89,1349.0,1499.0,1483.0,1695.0,116,2403,151.0,213.0,32163.0,True,True
1159,65,112,390.0,765.0,153.0,860.0,177,7280,376.0,708.0,266208.0,True,False
1162,44,110,1371.0,1521.0,1195.0,1407.0,154,4840,151.0,213.0,32163.0,True,False
1171,17,73,1942.0,2092.0,1762.0,1974.0,90,1241,151.0,213.0,32163.0,True,True
1172,52,95,3223.0,3373.0,2592.0,2804.0,147,4940,151.0,213.0,32163.0,False,False
1173,60,100,3025.0,3175.0,2631.0,2843.0,160,6000,151.0,213.0,32163.0,True,False
1175,91,105,1079.0,1229.0,1331.0,1543.0,196,9555,151.0,213.0,32163.0,False,False
1182,54,52,3563.0,3713.0,2982.0,3194.0,106,2808,151.0,213.0,32163.0,True,True
1187,100,79,2801.0,2951.0,2078.0,2290.0,179,7900,151.0,213.0,32163.0,True,True
1193,69,113,2057.0,2207.0,2030.0,2242.0,182,7797,151.0,213.0,32163.0,True,False
1194,35,85,1395.0,1545.0,1199.0,1411.0,120,2975,151.0,213.0,32163.0,True,True
1196,23,95,3140.0,3290.0,2485.0,2697.0,118,2185,151.0,213.0,32163.0,True,False
1198,84,91,945.0,1095.0,1004.0,1216.0,175,7644,151.0,213.0,32163.0,True,True
1205,45,89,1864.0,2014.0,1534.0,1747.0,134,4005,151.0,214.0,32314.0,True,False
1208,55,63,3044.0,3194.0,2556.0,2768.0,118,3465,151.0,213.0,32163.0,True,False
1214,42,93,3174.0,3324.0,2372.0,2584.0,135,3906,151.0,213.0,32163.0,True,True
1220,48,58,3364.0,3514.0,2867.0,3079.0,106,2784,151.0,213.0,32163.0,True,False
1221,49,48,3375.0,3525.0,2871.0,3083.0,97,2352,151.0,213.0,32163.0,True,False
1224,42,98,669.0,819.0,969.0,1182.0,140,4116,151.0,214.0,32314.0,False,False
1230,85,84,3048.0,3332.0,2771.0,3131.0,169,7140,285.0,361.0,102885.0,True,True
1234,88,127,2831.0,2981.0,2422.0,2634.0,215,11176,151.0,213.0,32163.0,True,True
1235,74,211,707.0,1042.0,373.0,1050.0,285,15614,336.0,678.0,227808.0,False,True
1238,30,70,1687.0,1837.0,1227.0,1439.0,100,2100,151.0,213.0,32163.0,False,True
1239,42,87,2320.0,2470.0,1997.0,2209.0,129,3654,151.0,213.0,32163.0,True,True
1246,80,101,877.0,1027.0,833.0,1045.0,181,8080,151.0,213.0,32163.0,True,True
1248,62,71,2893.0,3043.0,2583.0,2795.0,133,4402,151.0,213.0,32163.0,True,True
1249,23,31,691.0,841.0,631.0,843.0,54,713,151.0,213.0,32163.0,True,True
1252,42,44,3349.0,3499.0,2953.0,3165.0,86,1848,151.0,213.0,32163.0,False,False
1254,44,104,1548.0,1698.0,1365.0,1577.0,148,4576,151.0,213.0,32163.0,True,True
1256,25,104,1890.0,2040.0,1724.0,1936.0,129,2600,151.0,213.0,32163.0,True,True
1259,38,111,1190.0,1340.0,1164.0,1376.0,149,4218,151.0,213.0,32163.0,False,False
1261,63,108,2916.0,3066.0,2385.0,2597.0,171,6804,151.0,213.0,32163.0,True,True
1265,19,50,2044.0,2194.0,1377.0,1589.0,69,950,151.0,213.0,32163.0,False,False
1268,67,68,2183.0,2333.0,2122.0,2334.0,135,4556,151.0,213.0,32163.0,False,False
1270,75,166,2321.0,2510.0,2094.0,2539.0,241,12450,190.0,446.0,84740.0,True,True
1271,50,78,2440.0,2590.0,1943.0,2155.0,128,3900,151.0,213.0,32163.0,False,False
1278,57,71,1338.0,1488.0,928.0,1140.0,128,4047,151.0,213.0,32163.0,False,True
1280,17,86,1668.0,1818.0,1305.0,1517.0,103,1462,151.0,213.0,32163.0,True,True
1283,41,76,2576.0,2726.0,2351.0,2563.0,117,3116,151.0,213.0,32163.0,True,True
1284,37,43,1439.0,1589.0,1340.0,1552.0,80,1591,151.0,213.0,32163.0,False,False
1302,43,98,2329.0,2479.0,2003.0,2215.0,141,4214,151.0,213.0,32163.0,True,True
1303,38,83,2903.0,3053.0,2271.0,2483.0,121,3154,151.0,213.0,32163.0,True,False
1311,49,96,2838.0,2988.0,2204.0,2416.0,145,4704,151.0,213.0,32163.0,True,True
1314,21,97,1571.0,1721.0,1583.0,1795.0,118,2037,151.0,213.0,32163.0,True,False
1317,39,119,1975.0,2125.0,1862.0,2074.0,158,4641,151.0,213.0,32163.0,False,False
1320,59,77,2012.0,2162.0,1596.0,1809.0,136,4543,151.0,214.0,32314.0,True,True
1321,28,47,2352.0,2502.0,2010.0,2222.0,75,1316,151.0,213.0,32163.0,False,False
1322,178,247,811.0,1132.0,444.0,1111.0,425,43966,322.0,668.0,215096.0,True,False
1327,52,111,1791.0,1941.0,1582.0,1794.0,163,5772,151.0,213.0,32163.0,False,False
1329,62,75,1599.0,1749.0,1517.0,1729.0,137,4650,151.0,213.0,32163.0,True,True
1333,75,131,3016.0,3302.0,2439.0,2834.0,206,9825,287.0,396.0,113652.0,True,True
1336,59,71,1646.0,1796.0,1229.0,1441.0,130,4189,151.0,213.0,32163.0,False,False
1338,52,96,1626.0,1776.0,1309.0,1521.0,148,4992,151.0,213.0,32163.0,False,True
8885,63,91,412.0,784.0,164.0,870.0,154,5733,373.0,707.0,263711.0,True,False
8892,64,200,520.0,858.0,574.0,1215.0,264,12800,339.0,642.0,217638.0,False,False
8893,23,55,2636.0,2786.0,2401.0,2613.0,78,1265,151.0,213.0,32163.0,True,False
8894,53,85,2719.0,2869.0,2313.0,2525.0,138,4505,151.0,213.0,32163.0,True,True
8896,103,83,1071.0,1221.0,1291.0,1503.0,186,8549,151.0,213.0,32163.0,True,False
8898,35,87,3462.0,3612.0,2829.0,3041.0,122,3045,151.0,213.0,32163.0,False,False
8910,40,104,1833.0,1983.0,1440.0,1652.0,144,4160,151.0,213.0,32163.0,True,False
8911,32,100,1421.0,1571.0,1282.0,1494.0,132,3200,151.0,213.0,32163.0,True,True
8912,138,80,1017.0,1167.0,984.0,1196.0,218,11040,151.0,213.0,32163.0,True,False
8914,49,97,2181.0,2331.0,1703.0,1916.0,146,4753,151.0,214.0,32314.0,True,True
8917,62,52,3335.0,3485.0,2665.0,2877.0,114,3224,151.0,213.0,32163.0,False,False
8918,66,257,1180.0,1427.0,1283.0,1828.0,323,16962,248.0,546.0,135408.0,True,True
8919,27,92,1327.0,1477.0,1471.0,1683.0,119,2484,151.0,213.0,32163.0,False,False
8920,50,55,1227.0,1377.0,1352.0,1564.0,105,2750,151.0,213.0,32163.0,True,False
8923,91,166,625.0,938.0,841.0,1441.0,257,15106,314.0,601.0,188714.0,True,True
8925,47,48,1505.0,1655.0,1535.0,1747.0,95,2256,151.0,213.0,32163.0,False,False
8934,49,101,1660.0,1810.0,1732.0,1944.0,150,4949,151.0,213.0,32163.0,False,True
8941,66,85,3552.0,3914.0,2861.0,3197.0,151,5610,363.0,337.0,122331.0,True,True
8942,20,84,1935.0,2085.0,2045.0,2257.0,104,1680,151.0,213.0,32163.0,True,False
8948,53,98,1851.0,2001.0,1436.0,1648.0,151,5194,151.0,213.0,32163.0,True,False
8950,51,88,1316.0,1466.0,1041.0,1253.0,139,4488,151.0,213.0,32163.0,True,False
8961,68,70,3321.0,3471.0,2626.0,2838.0,138,4760,151.0,213.0,32163.0,True,True
8963,24,75,2820.0,2970.0,2642.0,2854.0,99,1800,151.0,213.0,32163.0,False,False
8964,41,61,3310.0,3460.0,2458.0,2670.0,102,2501,151.0,213.0,32163.0,True,True
8966,58,87,1386.0,1536.0,1134.0,1346.0,145,5046,151.0,213.0,32163.0,True,False
8968,70,106,2716.0,2866.0,2194.0,2406.0,176,7420,151.0,213.0,32163.0,True,False
8971,84,68,2840.0,2990.0,2547.0,2759.0,152,5712,151.0,213.0,32163.0,True,True
8973,46,86,1451.0,1601.0,1478.0,1690.0,132,3956,151.0,213.0,32163.0,False,True
8974,51,105,2721.0,2871.0,2438.0,2651.0,156,5355,151.0,214.0,32314.0,True,False
8976,38,83,2257.0,2407.0,1961.0,2173.0,121,3154,151.0,213.0,32163.0,True,True
8979,49,71,1390.0,1540.0,1418.0,1630.0,120,3479,151.0,213.0,32163.0,False,False
8980,25,87,1772.0,1922.0,1748.0,1960.0,112,2175,151.0,213.0,32163.0,True,True
8981,46,91,2324.0,2474.0,2043.0,2255.0,137,4186,151.0,213.0,32163.0,True,True
8983,43,76,3422.0,3572.0,2874.0,3086.0,119,3268,151.0,213.0,32163.0,True,True
8984,71,70,926.0,1076.0,969.0,1181.0,141,4970,151.0,213.0,32163.0,False,True
8986,44,81,1395.0,1545.0,1221.0,1433.0,125,3564,151.0,213.0,32163.0,False,True
8988,53,105,2128.0,2278.0,1474.0,1687.0,158,5565,151.0,214.0,32314.0,False,False
8993,53,68,3169.0,3319.0,2607.0,2819.0,121,3604,151.0,213.0,32163.0,True,True
8994,54,84,3280.0,3430.0,2637.0,2849.0,138,4536,151.0,213.0,32163.0,True,False
8997,50,55,2212.0,2362.0,1875.0,2088.0,105,2750,151.0,214.0,32314.0,True,True
9000,45,240,1912.0,2088.0,1215.0,1774.0,285,10800,177.0,560.0,99120.0,True,True
9001,60,71,2414.0,2564.0,2252.0,2465.0,131,4260,151.0,214.0,32314.0,True,False
9002,111,242,723.0,1021.0,976.0,1557.0,353,26862,299.0,582.0,174018.0,True,False
9003,63,90,1450.0,1600.0,1067.0,1279.0,153,5670,151.0,213.0,32163.0,True,True
9004,38,58,2609.0,2759.0,2038.0,2250.0,96,2204,151.0,213.0,32163.0,True,False
9005,52,71,2431.0,2581.0,2319.0,2531.0,123,3692,151.0,213.0,32163.0,False,True
9009,26,79,1939.0,2089.0,1429.0,1641.0,105,2054,151.0,213.0,32163.0,True,False
9010,53,60,769.0,919.0,576.0,788.0,113,3180,151.0,213.0,32163.0,True,True
9017,72,75,1799.0,1949.0,1647.0,1859.0,147,5400,151.0,213.0,32163.0,True,True
9018,44,96,3373.0,3523.0,2724.0,2936.0,140,4224,151.0,213.0,32163.0,True,True
9024,41,102,2089.0,2239.0,1894.0,2106.0,143,4182,151.0,213.0,32163.0,True,True
9025,50,115,2242.0,2392.0,1955.0,2167.0,165,5750,151.0,213.0,32163.0,True,True
9029,95,183,552.0,886.0,591.0,1230.0,278,17385,335.0,640.0,214400.0,True,False
9031,48,100,1735.0,1885.0,1557.0,1769.0,148,4800,151.0,213.0,32163.0,True,True
9032,47,69,2974.0,3124.0,2347.0,2559.0,116,3243,151.0,213.0,32163.0,False,False
9033,54,65,2906.0,3056.0,2247.0,2460.0,119,3510,151.0,214.0,32314.0,True,False
9035,21,61,2973.0,3123.0,2549.0,2761.0,82,1281,151.0,213.0,32163.0,True,False
9039,13,48,801.0,951.0,633.0,845.0,61,624,151.0,213.0,32163.0,True,False
9040,80,58,2901.0,3051.0,2501.0,2713.0,138,4640,151.0,213.0,32163.0,False,True
9044,86,129,3126.0,3276.0,2749.0,2961.0,215,11094,151.0,213.0,32163.0,True,True
9048,50,86,491.0,852.0,239.0,934.0,136,4300,362.0,696.0,251952.0,True,True
9050,113,57,1075.0,1225.0,1167.0,1379.0,170,6441,151.0,213.0,32163.0,False,False
9059,46,43,2395.0,2545.0,2039.0,2252.0,89,1978,151.0,214.0,32314.0,True,True
9061,59,111,2710.0,2860.0,2458.0,2670.0,170,6549,151.0,213.0,32163.0,True,True
9062,63,80,1240.0,1390.0,1451.0,1663.0,143,5040,151.0,213.0,32163.0,False,True
9063,24,59,1788.0,1938.0,1921.0,2133.0,83,1416,151.0,213.0,32163.0,True,True
9065,63,104,3074.0,3224.0,2216.0,2428.0,167,6552,151.0,213.0,32163.0,True,False
9066,36,99,2000.0,2150.0,1568.0,1780.0,135,3564,151.0,213.0,32163.0,True,True
9069,72,95,1014.0,1164.0,1095.0,1307.0,167,6840,151.0,213.0,32163.0,False,False
9070,58,90,1910.0,2060.0,1530.0,1742.0,148,5220,151.0,213.0,32163.0,True,True
9073,46,73,1220.0,1370.0,1189.0,1401.0,119,3358,151.0,213.0,32163.0,False,False
9078,61,79,1515.0,1665.0,1066.0,1278.0,140,4819,151.0,213.0,32163.0,True,True
9079,43,69,617.0,767.0,913.0,1125.0,112,2967,151.0,213.0,32163.0,True,False
9080,67,74,1304.0,1454.0,882.0,1094.0,141,4958,151.0,213.0,32163.0,False,False
9082,46,51,2864.0,3014.0,2513.0,2725.0,97,2346,151.0,213.0,32163.0,True,False
9085,22,95,2560.0,2710.0,2232.0,2444.0,117,2090,151.0,213.0,32163.0,False,False
9086,101,94,2478.0,2628.0,1709.0,1921.0,195,9494,151.0,213.0,32163.0,False,False
9093,40,152,2139.0,2289.0,1508.0,1721.0,192,6080,151.0,214.0,32314.0,True,False
9094,46,72,2293.0,2443.0,1695.0,1907.0,118,3312,151.0,213.0,32163.0,True,False
9099,70,82,2212.0,2362.0,2031.0,2243.0,152,5740,151.0,213.0,32163.0,True,False
9101,47,115,2006.0,2156.0,1632.0,1844.0,162,5405,151.0,213.0,32163.0,True,True
9104,33,47,2771.0,2921.0,2324.0,2537.0,80,1551,151.0,214.0,32314.0,True,True
9108,49,69,1748.0,1898.0,1656.0,1868.0,118,3381,151.0,213.0,32163.0,False,False
9114,36,107,1253.0,1403.0,1467.0,1679.0,143,3852,151.0,213.0,32163.0,True,False
9116,35,83,1691.0,1841.0,1351.0,1563.0,118,2905,151.0,213.0,32163.0,True,True
9118,61,117,1231.0,1381.0,1133.0,1345.0,178,7137,151.0,213.0,32163.0,True,False
9120,53,73,2235.0,2385.0,2080.0,2292.0,126,3869,151.0,213.0,32163.0,False,False
9123,42,59,684.0,834.0,754.0,966.0,101,2478,151.0,213.0,32163.0,True,True
9128,25,174,423.0,758.0,714.0,1328.0,199,4350,336.0,615.0,206640.0,True,False
9129,56,104,3186.0,3336.0,2216.0,2428.0,160,5824,151.0,213.0,32163.0,True,False
9130,34,120,1457.0,1607.0,1499.0,1711.0,154,4080,151.0,213.0,32163.0,True,True
9132,32,85,2845.0,2995.0,2542.0,2754.0,117,2720,151.0,213.0,32163.0,True,False
9136,43,49,3070.0,3220.0,2815.0,3027.0,92,2107,151.0,213.0,32163.0,True,False
9139,19,61,3503.0,3653.0,2652.0,2864.0,80,1159,151.0,213.0,32163.0,True,True
9140,90,89,1341.0,1491.0,1152.0,1364.0,179,8010,151.0,213.0,32163.0,True,True
9144,48,74,1797.0,1947.0,1695.0,1907.0,122,3552,151.0,213.0,32163.0,True,True
9145,23,98,2001.0,2151.0,1967.0,2179.0,121,2254,151.0,213.0,32163.0,True,False
9146,24,55,1516.0,1666.0,1407.0,1619.0,79,1320,151.0,213.0,32163.0,True,False
9151,42,108,1993.0,2143.0,1713.0,1925.0,150,4536,151.0,213.0,32163.0,True,True
9154,45,87,1463.0,1613.0,1403.0,1616.0,132,3915,151.0,214.0,32314.0,False,False
9159,53,29,3215.0,3365.0,2792.0,3004.0,82,1537,151.0,213.0,32163.0,True,False
9160,92,113,1588.0,1738.0,1361.0,1574.0,205,10396,151.0,214.0,32314.0,True,True
9161,29,67,3302.0,3452.0,2421.0,2633.0,96,1943,151.0,213.0,32163.0,True,False
9162,35,78,2385.0,2535.0,2364.0,2576.0,113,2730,151.0,213.0,32163.0,False,False
9170,23,76,3065.0,3215.0,2128.0,2340.0,99,1748,151.0,213.0,32163.0,False,False
9173,34,60,2178.0,2328.0,2069.0,2282.0,94,2040,151.0,214.0,32314.0,True,True
9175,54,87,2554.0,2704.0,2081.0,2293.0,141,4698,151.0,213.0,32163.0,True,True
9177,60,56,2683.0,2833.0,1983.0,2195.0,116,3360,151.0,213.0,32163.0,True,False
9178,15,107,2024.0,2174.0,1886.0,2098.0,122,1605,151.0,213.0,32163.0,True,True
9184,89,179,892.0,1173.0,1063.0,1636.0,268,15931,282.0,574.0,161868.0,True,False
9190,48,98,1386.0,1536.0,1373.0,1585.0,146,4704,151.0,213.0,32163.0,False,False
9195,33,87,2227.0,2377.0,1819.0,2031.0,120,2871,151.0,213.0,32163.0,True,False
9198,56,90,2005.0,2155.0,1940.0,2153.0,146,5040,151.0,214.0,32314.0,True,True
9200,83,124,2187.0,2337.0,2130.0,2343.0,207,10292,151.0,214.0,32314.0,True,True
9202,31,50,837.0,987.0,1068.0,1280.0,81,1550,151.0,213.0,32163.0,False,True
9209,35,67,2382.0,2532.0,1879.0,2091.0,102,2345,151.0,213.0,32163.0,False,False
9211,48,47,2928.0,3078.0,2471.0,2683.0,95,2256,151.0,213.0,32163.0,True,True
9214,49,62,2593.0,2743.0,2366.0,2578.0,111,3038,151.0,213.0,32163.0,False,False
9217,64,90,2408.0,2558.0,2248.0,2460.0,154,5760,151.0,213.0,32163.0,False,False
9221,49,128,3460.0,3610.0,2610.0,2822.0,177,6272,151.0,213.0,32163.0,True,False
9222,75,70,2342.0,2492.0,2224.0,2436.0,145,5250,151.0,213.0,32163.0,True,False
9228,26,72,1929.0,2079.0,1920.0,2132.0,98,1872,151.0,213.0,32163.0,False,False
9229,49,84,2711.0,2861.0,2187.0,2399.0,133,4116,151.0,213.0,32163.0,False,True
9233,31,69,3467.0,3617.0,2848.0,3060.0,100,2139,151.0,213.0,32163.0,False,False
9235,42,47,587.0,737.0,841.0,1053.0,89,1974,151.0,213.0,32163.0,True,True
9236,56,62,1594.0,1744.0,1398.0,1610.0,118,3472,151.0,213.0,32163.0,True,False
9237,66,111,2894.0,3044.0,2493.0,2705.0,177,7326,151.0,213.0,32163.0,False,True
9238,110,111,968.0,1118.0,1126.0,1338.0,221,12210,151.0,213.0,32163.0,True,False
9241,31,44,2400.0,2550.0,2188.0,2401.0,75,1364,151.0,214.0,32314.0,False,True
9243,12,79,2074.0,2224.0,1963.0,2176.0,91,948,151.0,214.0,32314.0,True,True
9247,35,77,2715.0,2865.0,1928.0,2140.0,112,2695,151.0,213.0,32163.0,True,True
9248,55,35,1564.0,1714.0,1265.0,1478.0,90,1925,151.0,214.0,32314.0,True,True
9249,50,90,3223.0,3373.0,2465.0,2677.0,140,4500,151.0,213.0,32163.0,False,False
9252,43,66,2077.0,2227.0,2023.0,2235.0,109,2838,151.0,213.0,32163.0,True,True
9257,42,87,2660.0,2810.0,2234.0,2446.0,129,3654,151.0,213.0,32163.0,True,True
9259,58,41,3180.0,3330.0,2760.0,2972.0,99,2378,151.0,213.0,32163.0,True,False
9261,50,78,1822.0,1972.0,1484.0,1696.0,128,3900,151.0,213.0,32163.0,True,True
9264,44,86,1722.0,1872.0,1800.0,2012.0,130,3784,151.0,213.0,32163.0,True,False
9266,24,59,2098.0,2248.0,1866.0,2078.0,83,1416,151.0,213.0,32163.0,False,False
9267,63,89,2896.0,3046.0,2315.0,2527.0,152,5607,151.0,213.0,32163.0,True,True
9269,75,179,424.0,771.0,531.0,1177.0,254,13425,348.0,647.0,225156.0,True,True
9278,63,122,1933.0,2083.0,1571.0,1783.0,185,7686,151.0,213.0,32163.0,False,False
9279,42,80,1384.0,1534.0,1029.0,1241.0,122,3360,151.0,213.0,32163.0,True,True
9280,58,59,2890.0,3040.0,2079.0,2291.0,117,3422,151.0,213.0,32163.0,True,True
9281,17,67,728.0,878.0,1058.0,1270.0,84,1139,151.0,213.0,32163.0,True,True
9282,34,41,3594.0,3744.0,3042.0,3254.0,75,1394,151.0,213.0,32163.0,False,False
9286,40,131,282.0,639.0,534.0,1175.0,171,5240,358.0,642.0,229836.0,False,False
9290,65,71,1457.0,1607.0,1528.0,1740.0,136,4615,151.0,213.0,32163.0,True,True
9292,52,60,654.0,804.0,768.0,980.0,112,3120,151.0,213.0,32163.0,False,False
9294,42,65,1807.0,1957.0,1378.0,1591.0,107,2730,151.0,214.0,32314.0,True,True
9298,48,99,2932.0,3082.0,2459.0,2671.0,147,4752,151.0,213.0,32163.0,True,False
9302,55,133,1848.0,1998.0,1665.0,1877.0,188,7315,151.0,213.0,32163.0,True,True
9303,44,71,1334.0,1484.0,1346.0,1558.0,115,3124,151.0,213.0,32163.0,False,False
9305,54,104,3048.0,3198.0,2162.0,2374.0,158,5616,151.0,213.0,32163.0,False,False
9308,64,71,1672.0,1822.0,1468.0,1680.0,135,4544,151.0,213.0,32163.0,False,False
9309,33,77,1677.0,1827.0,1710.0,1922.0,110,2541,151.0,213.0,32163.0,True,True
9313,40,44,2299.0,2449.0,1884.0,2097.0,84,1760,151.0,214.0,32314.0,True,True
9314,68,104,2373.0,2523.0,2270.0,2482.0,172,7072,151.0,213.0,32163.0,False,False
9319,123,86,2984.0,3134.0,2274.0,2486.0,209,10578,151.0,213.0,32163.0,False,False
9320,45,118,1141.0,1291.0,1239.0,1451.0,163,5310,151.0,213.0,32163.0,True,True
9324,44,70,2452.0,2602.0,2184.0,2397.0,114,3080,151.0,214.0,32314.0,True,True
9327,88,88,954.0,1104.0,959.0,1171.0,176,7744,151.0,213.0,32163.0,False,False
9332,67,97,2135.0,2285.0,2000.0,2212.0,164,6499,151.0,213.0,32163.0,False,False
9334,86,77,3278.0,3428.0,2638.0,2850.0,163,6622,151.0,213.0,32163.0,True,True
9344,84,196,965.0,1244.0,986.0,1573.0,280,16464,280.0,588.0,164640.0,True,False
9349,79,254,1181.0,1446.0,885.0,1491.0,333,20066,266.0,607.0,161462.0,True,True
9354,49,66,1314.0,1464.0,1345.0,1558.0,115,3234,151.0,214.0,32314.0,True,True
9355,72,70,1091.0,1241.0,1002.0,1214.0,142,5040,151.0,213.0,32163.0,True,True
9357,41,78,2337.0,2487.0,1762.0,1974.0,119,3198,151.0,213.0,32163.0,True,False
9360,89,173,2482.0,2692.0,1856.0,2328.0,262,15397,211.0,473.0,99803.0,True,True
9361,79,89,2813.0,2963.0,2011.0,2223.0,168,7031,151.0,213.0,32163.0,False,False
9363,28,84,2344.0,2494.0,2132.0,2345.0,112,2352,151.0,214.0,32314.0,True,True
9371,49,46,3412.0,3562.0,2948.0,3161.0,95,2254,151.0,214.0,32314.0,True,False
9372,32,94,796.0,946.0,1141.0,1353.0,126,3008,151.0,213.0,32163.0,False,False
9374,104,62,958.0,1108.0,987.0,1199.0,166,6448,151.0,213.0,32163.0,True,False
9375,65,86,1105.0,1255.0,1239.0,1451.0,151,5590,151.0,213.0,32163.0,True,False
9378,73,97,1589.0,1739.0,1668.0,1880.0,170,7081,151.0,213.0,32163.0,True,True
9379,64,112,2505.0,2655.0,1870.0,2082.0,176,7168,151.0,213.0,32163.0,False,False
9382,69,86,662.0,812.0,1023.0,1235.0,155,5934,151.0,213.0,32163.0,True,False
9387,62,255,1137.0,1403.0,944.0,1540.0,317,15810,267.0,597.0,159399.0,False,False
