event_id,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,roi_u_width,roi_v_width,n_u_entries_inside_roi,n_v_entries_inside_roi,n_u_unique_inside_roi,n_v_unique_inside_roi,n_u_adcpos_entries_inside_roi,n_v_adcpos_entries_inside_roi,n_u_unique_adcpos_inside_roi,n_v_unique_adcpos_inside_roi,n_uv_entries_inside_roi,n_uv_unique_inside_roi,n_uv_adcpos_entries_inside_roi,n_uv_unique_adcpos_inside_roi
11324,606.0,756.0,812.0,1024.0,151.0,213.0,48,62,48,62,48,62,48,62,110,110,110,110
11326,403.0,741.0,690.0,1308.0,339.0,619.0,88,236,88,236,88,236,88,236,324,324,324,324
11333,350.0,716.0,329.0,1006.0,367.0,678.0,37,111,37,111,37,111,37,111,148,148,148,148
11335,821.0,971.0,900.0,1112.0,151.0,213.0,20,79,20,79,20,79,20,79,99,99,99,99
11339,3512.0,3662.0,2885.0,3097.0,151.0,213.0,27,56,27,56,27,56,27,56,83,83,83,83
11341,1689.0,1839.0,1633.0,1845.0,151.0,213.0,50,126,50,126,50,126,50,126,176,176,176,176
11342,2378.0,2528.0,1742.0,1954.0,151.0,213.0,76,66,76,66,76,66,76,66,142,142,142,142
11349,744.0,1042.0,961.0,1545.0,299.0,585.0,114,212,114,212,114,212,114,212,326,326,326,326
11351,3330.0,3480.0,2871.0,3083.0,151.0,213.0,41,96,41,96,41,96,41,96,137,137,137,137
11354,1751.0,1901.0,1267.0,1479.0,151.0,213.0,33,91,33,91,33,91,33,91,124,124,124,124
11358,2756.0,2906.0,2435.0,2647.0,151.0,213.0,52,66,52,66,52,66,52,66,118,118,118,118
11362,2845.0,3104.0,2557.0,2943.0,260.0,387.0,77,126,77,126,77,126,77,126,203,203,203,203
11367,1837.0,1987.0,1684.0,1896.0,151.0,213.0,44,37,44,37,44,37,44,37,81,81,81,81
11370,1929.0,2079.0,1716.0,1928.0,151.0,213.0,37,76,37,76,37,76,37,76,113,113,113,113
11373,3299.0,3449.0,2345.0,2558.0,151.0,214.0,51,73,51,73,51,73,51,73,124,124,124,124
11374,2165.0,2315.0,2060.0,2273.0,151.0,214.0,73,140,73,140,73,140,73,140,213,213,213,213
11380,3653.0,3803.0,2888.0,3100.0,151.0,213.0,40,79,40,79,40,79,40,79,119,119,119,119
11381,2311.0,2461.0,2239.0,2451.0,151.0,213.0,45,78,45,78,45,78,45,78,123,123,123,123
11382,2625.0,2775.0,2301.0,2513.0,151.0,213.0,53,76,53,76,53,76,53,76,129,129,129,129
11385,2532.0,2682.0,1764.0,1976.0,151.0,213.0,20,62,20,62,20,62,20,62,82,82,82,82
11392,1575.0,1725.0,1486.0,1698.0,151.0,213.0,53,86,53,86,53,86,53,86,139,139,139,139
11393,1433.0,1670.0,942.0,1541.0,238.0,600.0,95,183,95,183,95,183,95,183,278,278,278,278
11400,626.0,776.0,468.0,680.0,151.0,213.0,10,39,10,39,10,39,10,39,49,49,49,49
11402,2103.0,2253.0,1900.0,2112.0,151.0,213.0,47,70,47,70,47,70,47,70,117,117,117,117
11406,1121.0,1271.0,975.0,1187.0,151.0,213.0,76,72,76,72,76,72,76,72,148,148,148,148
11409,612.0,2343.0,759.0,3205.0,1732.0,2447.0,555,871,555,871,555,871,555,871,1426,1426,1426,1426
11411,3213.0,3363.0,2798.0,3010.0,151.0,213.0,48,53,48,53,48,53,48,53,101,101,101,101
11413,2891.0,3041.0,2582.0,2795.0,151.0,214.0,48,38,48,38,48,38,48,38,86,86,86,86
11415,1162.0,1312.0,1049.0,1261.0,151.0,213.0,17,60,17,60,17,60,17,60,77,77,77,77
11419,2700.0,2850.0,2270.0,2482.0,151.0,213.0,75,113,75,113,75,113,75,113,188,188,188,188
11425,3476.0,3626.0,2816.0,3028.0,151.0,213.0,72,98,72,98,72,98,72,98,170,170,170,170
11429,2566.0,2716.0,2176.0,2388.0,151.0,213.0,49,90,49,90,49,90,49,90,139,139,139,139
11438,2620.0,2770.0,2207.0,2419.0,151.0,213.0,35,94,35,94,35,94,35,94,129,129,129,129
11442,2612.0,2762.0,2394.0,2606.0,151.0,213.0,43,107,43,107,43,107,43,107,150,150,150,150
11444,1892.0,2042.0,1582.0,1794.0,151.0,213.0,29,107,29,107,29,107,29,107,136,136,136,136
11447,3049.0,3199.0,2468.0,2680.0,151.0,213.0,44,97,44,97,44,97,44,97,141,141,141,141
11450,2827.0,2977.0,2228.0,2440.0,151.0,213.0,79,93,79,93,79,93,79,93,172,172,172,172
11453,2902.0,3052.0,2168.0,2380.0,151.0,213.0,19,84,19,84,19,84,19,84,103,103,103,103
11454,1515.0,1665.0,1445.0,1657.0,151.0,213.0,60,122,60,122,60,122,60,122,182,182,182,182
11458,1451.0,1601.0,1110.0,1322.0,151.0,213.0,31,83,31,83,31,83,31,83,114,114,114,114
11459,3165.0,3315.0,2774.0,2986.0,151.0,213.0,87,92,87,92,87,92,87,92,179,179,179,179
11460,974.0,1124.0,1129.0,1341.0,151.0,213.0,126,110,126,110,126,110,126,110,236,236,236,236
11462,3054.0,3204.0,2569.0,2781.0,151.0,213.0,70,98,70,98,70,98,70,98,168,168,168,168
11466,3140.0,3290.0,2460.0,2673.0,151.0,214.0,68,64,68,64,68,64,68,64,132,132,132,132
11470,1313.0,1463.0,1058.0,1270.0,151.0,213.0,46,41,46,41,46,41,46,41,87,87,87,87
11476,445.0,786.0,596.0,1232.0,342.0,637.0,74,166,74,166,74,166,74,166,240,240,240,240
11483,1417.0,1567.0,1406.0,1618.0,151.0,213.0,37,98,37,98,37,98,37,98,135,135,135,135
11486,1963.0,2113.0,1475.0,1688.0,151.0,214.0,33,71,33,71,33,71,33,71,104,104,104,104
11488,1069.0,1219.0,1286.0,1498.0,151.0,213.0,104,38,104,38,104,38,104,38,142,142,142,142
11490,1307.0,1457.0,899.0,1112.0,151.0,214.0,42,92,42,92,42,92,42,92,134,134,134,134
11493,3226.0,3376.0,2681.0,2893.0,151.0,213.0,46,100,46,100,46,100,46,100,146,146,146,146
11494,1758.0,1908.0,1665.0,1878.0,151.0,214.0,56,58,56,58,56,58,56,58,114,114,114,114
11495,2804.0,2954.0,2522.0,2734.0,151.0,213.0,64,89,64,89,64,89,64,89,153,153,153,153
11499,3035.0,3185.0,2518.0,2730.0,151.0,213.0,44,65,44,65,44,65,44,65,109,109,109,109
11502,2871.0,3021.0,2395.0,2607.0,151.0,213.0,26,72,26,72,26,72,26,72,98,98,98,98
11503,2140.0,2290.0,2125.0,2337.0,151.0,213.0,14,83,14,83,14,83,14,83,97,97,97,97
11504,1638.0,1788.0,1689.0,1901.0,151.0,213.0,26,94,26,94,26,94,26,94,120,120,120,120
11506,761.0,911.0,862.0,1074.0,151.0,213.0,53,74,53,74,53,74,53,74,127,127,127,127
11510,2491.0,2641.0,2305.0,2517.0,151.0,213.0,44,111,44,111,44,111,44,111,155,155,155,155
11523,2123.0,2273.0,1867.0,2079.0,151.0,213.0,64,75,64,75,64,75,64,75,139,139,139,139
11525,2824.0,2974.0,2520.0,2732.0,151.0,213.0,54,90,54,90,54,90,54,90,144,144,144,144
11529,2989.0,3139.0,2425.0,2637.0,151.0,213.0,45,63,45,63,45,63,45,63,108,108,108,108
11533,2952.0,3102.0,2273.0,2485.0,151.0,213.0,53,92,53,92,53,92,53,92,145,145,145,145
11538,1385.0,1535.0,1316.0,1528.0,151.0,213.0,53,59,53,59,53,59,53,59,112,112,112,112
11540,1556.0,1706.0,1384.0,1596.0,151.0,213.0,51,128,51,128,51,128,51,128,179,179,179,179
11548,2782.0,2932.0,2292.0,2504.0,151.0,213.0,36,84,36,84,36,84,36,84,120,120,120,120
11549,1453.0,1603.0,1402.0,1614.0,151.0,213.0,84,92,84,92,84,92,84,92,176,176,176,176
11550,3530.0,3680.0,2508.0,2720.0,151.0,213.0,37,86,37,86,37,86,37,86,123,123,123,123
11551,953.0,1235.0,945.0,1537.0,283.0,593.0,122,215,122,215,122,215,122,215,337,337,337,337
11552,1109.0,1367.0,1161.0,1723.0,259.0,563.0,63,197,63,197,63,197,63,197,260,260,260,260
11553,1975.0,2125.0,1714.0,1926.0,151.0,213.0,33,116,33,116,33,116,33,116,149,149,149,149
11555,507.0,657.0,741.0,953.0,151.0,213.0,33,61,33,61,33,61,33,61,94,94,94,94
11558,820.0,970.0,591.0,804.0,151.0,214.0,28,90,28,90,28,90,28,90,118,118,118,118
11568,3312.0,3462.0,2822.0,3034.0,151.0,213.0,45,73,45,73,45,73,45,73,118,118,118,118
11569,2910.0,3060.0,2514.0,2726.0,151.0,213.0,49,65,49,65,49,65,49,65,114,114,114,114
11570,1318.0,1550.0,1368.0,1903.0,233.0,536.0,52,230,52,230,52,230,52,230,282,282,282,282
11571,2610.0,2760.0,2168.0,2380.0,151.0,213.0,36,77,36,77,36,77,36,77,113,113,113,113
11575,1954.0,2104.0,2006.0,2218.0,151.0,213.0,42,91,42,91,42,91,42,91,133,133,133,133
11576,800.0,950.0,828.0,1040.0,151.0,213.0,66,56,66,56,66,56,66,56,122,122,122,122
11577,1706.0,1856.0,1094.0,1306.0,151.0,213.0,67,104,67,104,67,104,67,104,171,171,171,171
11581,2600.0,2750.0,2244.0,2456.0,151.0,213.0,59,66,59,66,59,66,59,66,125,125,125,125
11582,2666.0,2816.0,2265.0,2477.0,151.0,213.0,77,114,77,114,77,114,77,114,191,191,191,191
11583,2492.0,2642.0,1708.0,1920.0,151.0,213.0,45,117,45,117,45,117,45,117,162,162,162,162
11586,1764.0,1914.0,1492.0,1704.0,151.0,213.0,67,75,67,75,67,75,67,75,142,142,142,142
11587,1355.0,1505.0,1186.0,1398.0,151.0,213.0,34,84,34,84,34,84,34,84,118,118,118,118
11589,1653.0,1803.0,1594.0,1806.0,151.0,213.0,59,88,59,88,59,88,59,88,147,147,147,147
11590,2003.0,2153.0,1597.0,1809.0,151.0,213.0,60,94,60,94,60,94,60,94,154,154,154,154
11591,2349.0,2499.0,1796.0,2008.0,151.0,213.0,22,81,22,81,22,81,22,81,103,103,103,103
11592,761.0,911.0,862.0,1074.0,151.0,213.0,52,48,52,48,52,48,52,48,100,100,100,100
11598,1306.0,1539.0,1366.0,1902.0,234.0,537.0,49,219,49,219,49,219,49,219,268,268,268,268
11599,2525.0,2675.0,1994.0,2206.0,151.0,213.0,36,83,36,83,36,83,36,83,119,119,119,119
11605,1564.0,1714.0,1568.0,1780.0,151.0,213.0,41,77,41,77,41,77,41,77,118,118,118,118
11606,2975.0,3125.0,2499.0,2711.0,151.0,213.0,52,122,52,122,52,122,52,122,174,174,174,174
11607,1209.0,1359.0,1181.0,1393.0,151.0,213.0,73,106,73,106,73,106,73,106,179,179,179,179
11608,2245.0,2395.0,1673.0,1885.0,151.0,213.0,43,122,43,122,43,122,43,122,165,165,165,165
11613,3526.0,3888.0,2768.0,3113.0,363.0,346.0,98,162,98,162,98,162,98,162,260,260,260,260
11616,3318.0,3468.0,2697.0,2909.0,151.0,213.0,47,96,47,96,47,96,47,96,143,143,143,143
11624,2001.0,2151.0,1639.0,1851.0,151.0,213.0,49,47,49,47,49,47,49,47,96,96,96,96
11625,1724.0,1874.0,1447.0,1659.0,151.0,213.0,40,88,40,88,40,88,40,88,128,128,128,128
11627,1833.0,1983.0,1519.0,1731.0,151.0,213.0,57,48,57,48,57,48,57,48,105,105,105,105
11628,1015.0,1282.0,1141.0,1705.0,268.0,565.0,102,177,102,177,102,177,102,177,279,279,279,279
11633,2894.0,3044.0,2307.0,2520.0,151.0,214.0,93,126,93,126,93,126,93,126,219,219,219,219
11638,3253.0,3403.0,2807.0,3019.0,151.0,213.0,65,69,65,69,65,69,65,69,134,134,134,134
11639,1634.0,1784.0,1600.0,1813.0,151.0,214.0,52,123,52,123,52,123,52,123,175,175,175,175
11642,3023.0,3173.0,2671.0,2883.0,151.0,213.0,40,67,40,67,40,67,40,67,107,107,107,107
11650,2795.0,2945.0,2523.0,2735.0,151.0,213.0,43,52,43,52,43,52,43,52,95,95,95,95
11651,2893.0,3043.0,2537.0,2749.0,151.0,213.0,38,87,38,87,38,87,38,87,125,125,125,125
11652,2339.0,2489.0,1883.0,2095.0,151.0,213.0,20,63,20,63,20,63,20,63,83,83,83,83
11653,2458.0,2608.0,2022.0,2234.0,151.0,213.0,58,107,58,107,58,107,58,107,165,165,165,165
11659,1331.0,1580.0,892.0,1497.0,250.0,606.0,38,226,38,226,38,226,38,226,264,264,264,264
11661,3527.0,3677.0,2704.0,2916.0,151.0,213.0,82,74,82,74,82,74,82,74,156,156,156,156
11663,947.0,1230.0,934.0,1528.0,284.0,595.0,159,155,159,155,159,155,159,155,314,314,314,314
11664,1295.0,1445.0,1095.0,1308.0,151.0,214.0,50,81,50,81,50,81,50,81,131,131,131,131
11667,1025.0,1298.0,998.0,1583.0,274.0,586.0,130,244,130,244,130,244,130,244,374,374,374,374
11668,2621.0,2771.0,2342.0,2554.0,151.0,213.0,45,89,45,89,45,89,45,89,134,134,134,134
11672,840.0,1130.0,976.0,1561.0,291.0,586.0,160,200,160,200,160,200,160,200,360,360,360,360
11675,1858.0,2008.0,1697.0,1909.0,151.0,213.0,37,76,37,76,37,76,37,76,113,113,113,113
11677,832.0,982.0,735.0,947.0,151.0,213.0,33,95,33,95,33,95,33,95,128,128,128,128
11684,1354.0,1504.0,1375.0,1587.0,151.0,213.0,61,80,61,80,61,80,61,80,141,141,141,141
11686,2106.0,2256.0,1629.0,1841.0,151.0,213.0,35,111,35,111,35,111,35,111,146,146,146,146
11691,2593.0,2743.0,1878.0,2090.0,151.0,213.0,31,88,31,88,31,88,31,88,119,119,119,119
11700,528.0,678.0,815.0,1027.0,151.0,213.0,20,89,20,89,20,89,20,89,109,109,109,109
11701,826.0,1135.0,624.0,1264.0,310.0,641.0,160,159,160,159,160,159,160,159,319,319,319,319
11703,755.0,905.0,881.0,1093.0,151.0,213.0,45,90,45,90,45,90,45,90,135,135,135,135
11706,651.0,801.0,504.0,716.0,151.0,213.0,69,32,69,32,69,32,69,32,101,101,101,101
11708,2187.0,2337.0,1665.0,1877.0,151.0,213.0,34,86,34,86,34,86,34,86,120,120,120,120
11712,3071.0,3221.0,2542.0,2754.0,151.0,213.0,36,82,36,82,36,82,36,82,118,118,118,118
11717,1391.0,1541.0,1490.0,1702.0,151.0,213.0,28,84,28,84,28,84,28,84,112,112,112,112
11723,1033.0,1183.0,758.0,970.0,151.0,213.0,119,45,119,45,119,45,119,45,164,164,164,164
11724,2815.0,2965.0,2247.0,2459.0,151.0,213.0,27,88,27,88,27,88,27,88,115,115,115,115
11730,2846.0,2996.0,2367.0,2580.0,151.0,214.0,27,78,27,78,27,78,27,78,105,105,105,105
11732,2291.0,2441.0,2140.0,2352.0,151.0,213.0,61,130,61,130,61,130,61,130,191,191,191,191
11733,2881.0,3031.0,2245.0,2457.0,151.0,213.0,25,44,25,44,25,44,25,44,69,69,69,69
11739,3455.0,3605.0,2531.0,2743.0,151.0,213.0,79,94,79,94,79,94,79,94,173,173,173,173
11741,691.0,841.0,928.0,1140.0,151.0,213.0,15,51,15,51,15,51,15,51,66,66,66,66
11742,855.0,1005.0,852.0,1064.0,151.0,213.0,9,55,9,55,9,55,9,55,64,64,64,64
11743,1498.0,1648.0,1188.0,1400.0,151.0,213.0,55,57,55,57,55,57,55,57,112,112,112,112
11745,3042.0,3192.0,2355.0,2567.0,151.0,213.0,33,81,33,81,33,81,33,81,114,114,114,114
11748,1165.0,1315.0,929.0,1141.0,151.0,213.0,81,102,81,102,81,102,81,102,183,183,183,183
11750,2640.0,2790.0,2378.0,2591.0,151.0,214.0,45,93,45,93,45,93,45,93,138,138,138,138
11756,2676.0,2826.0,1882.0,2094.0,151.0,213.0,53,71,53,71,53,71,53,71,124,124,124,124
11760,2921.0,3071.0,2431.0,2643.0,151.0,213.0,56,89,56,89,56,89,56,89,145,145,145,145
11762,1482.0,1632.0,1007.0,1219.0,151.0,213.0,56,69,56,69,56,69,56,69,125,125,125,125
11764,3154.0,3304.0,2201.0,2413.0,151.0,213.0,48,44,48,44,48,44,48,44,92,92,92,92
11766,1332.0,1482.0,1267.0,1479.0,151.0,213.0,66,76,66,76,66,76,66,76,142,142,142,142
11769,3426.0,3576.0,2835.0,3047.0,151.0,213.0,13,115,13,115,13,115,13,115,128,128,128,128
11772,3507.0,3858.0,2936.0,3268.0,352.0,333.0,78,68,78,68,78,68,78,68,146,146,146,146
11777,1221.0,1371.0,1310.0,1522.0,151.0,213.0,26,68,26,68,26,68,26,68,94,94,94,94
11780,844.0,994.0,1120.0,1332.0,151.0,213.0,28,72,28,72,28,72,28,72,100,100,100,100
11781,2133.0,2283.0,1951.0,2163.0,151.0,213.0,55,94,55,94,55,94,55,94,149,149,149,149
11791,1888.0,2038.0,1886.0,2098.0,151.0,213.0,59,95,59,95,59,95,59,95,154,154,154,154
11794,3001.0,3151.0,2658.0,2870.0,151.0,213.0,74,65,74,65,74,65,74,65,139,139,139,139
11798,1557.0,1707.0,1537.0,1749.0,151.0,213.0,53,97,53,97,53,97,53,97,150,150,150,150
11800,1120.0,1270.0,1095.0,1307.0,151.0,213.0,70,121,70,121,70,121,70,121,191,191,191,191
11803,1242.0,1392.0,1289.0,1501.0,151.0,213.0,24,42,24,42,24,42,24,42,66,66,66,66
11804,2955.0,3105.0,2134.0,2346.0,151.0,213.0,56,89,56,89,56,89,56,89,145,145,145,145
11808,310.0,667.0,505.0,1151.0,358.0,647.0,107,243,107,243,107,243,107,243,350,350,350,350
11812,2903.0,3053.0,2535.0,2747.0,151.0,213.0,68,97,68,97,68,97,68,97,165,165,165,165
11813,1229.0,1379.0,896.0,1108.0,151.0,213.0,60,59,60,59,60,59,60,59,119,119,119,119
11820,2884.0,3034.0,2129.0,2341.0,151.0,213.0,52,126,52,126,52,126,52,126,178,178,178,178
11829,1790.0,1940.0,1642.0,1854.0,151.0,213.0,29,68,29,68,29,68,29,68,97,97,97,97
11832,2571.0,2794.0,2379.0,2788.0,224.0,410.0,48,196,48,196,48,196,48,196,244,244,244,244
11836,2251.0,2401.0,1932.0,2144.0,151.0,213.0,51,77,51,77,51,77,51,77,128,128,128,128
11837,3452.0,3602.0,2743.0,2955.0,151.0,213.0,58,73,58,73,58,73,58,73,131,131,131,131
11838,2814.0,2964.0,2248.0,2461.0,151.0,214.0,58,70,58,70,58,70,58,70,128,128,128,128
11844,1893.0,2043.0,1353.0,1565.0,151.0,213.0,32,69,32,69,32,69,32,69,101,101,101,101
11845,1624.0,1774.0,1163.0,1375.0,151.0,213.0,32,76,32,76,32,76,32,76,108,108,108,108
11852,1497.0,1647.0,1494.0,1706.0,151.0,213.0,58,42,58,42,58,42,58,42,100,100,100,100
11854,456.0,798.0,589.0,1226.0,343.0,638.0,96,190,96,190,96,190,96,190,286,286,286,286
11856,946.0,1096.0,1064.0,1276.0,151.0,213.0,81,97,81,97,81,97,81,97,178,178,178,178
11864,2552.0,2702.0,2336.0,2548.0,151.0,213.0,56,55,56,55,56,55,56,55,111,111,111,111
11875,1835.0,1985.0,1529.0,1741.0,151.0,213.0,50,98,50,98,50,98,50,98,148,148,148,148
11877,2773.0,2923.0,1929.0,2141.0,151.0,213.0,51,92,51,92,51,92,51,92,143,143,143,143
11879,2804.0,2954.0,2454.0,2666.0,151.0,213.0,34,66,34,66,34,66,34,66,100,100,100,100
11881,797.0,947.0,597.0,810.0,151.0,214.0,22,42,22,42,22,42,22,42,64,64,64,64
11892,1416.0,1566.0,1471.0,1683.0,151.0,213.0,86,49,86,49,86,49,86,49,135,135,135,135
11901,2022.0,2172.0,1789.0,2001.0,151.0,213.0,17,58,17,58,17,58,17,58,75,75,75,75
11903,914.0,1216.0,622.0,1263.0,303.0,642.0,155,178,155,178,155,178,155,178,333,333,333,333
11904,3478.0,3628.0,2874.0,3086.0,151.0,213.0,16,49,16,49,16,49,16,49,65,65,65,65
11909,2262.0,2412.0,1680.0,1892.0,151.0,213.0,61,116,61,116,61,116,61,116,177,177,177,177
11910,2591.0,2741.0,2141.0,2353.0,151.0,213.0,30,59,30,59,30,59,30,59,89,89,89,89
11912,1289.0,1439.0,917.0,1129.0,151.0,213.0,45,66,45,66,45,66,45,66,111,111,111,111
11914,1278.0,1428.0,1141.0,1353.0,151.0,213.0,23,78,23,78,23,78,23,78,101,101,101,101
11917,2110.0,2260.0,1965.0,2177.0,151.0,213.0,46,81,46,81,46,81,46,81,127,127,127,127
11921,1144.0,1294.0,1308.0,1520.0,151.0,213.0,44,101,44,101,44,101,44,101,145,145,145,145
11923,1700.0,1850.0,1663.0,1875.0,151.0,213.0,75,91,75,91,75,91,75,91,166,166,166,166
11927,2700.0,2850.0,2370.0,2582.0,151.0,213.0,40,50,40,50,40,50,40,50,90,90,90,90
11929,1869.0,2019.0,1611.0,1824.0,151.0,214.0,35,64,35,64,35,64,35,64,99,99,99,99
11935,1657.0,1807.0,1552.0,1764.0,151.0,213.0,63,81,63,81,63,81,63,81,144,144,144,144
11936,2781.0,2931.0,1979.0,2191.0,151.0,213.0,69,74,69,74,69,74,69,74,143,143,143,143
11937,3646.0,3796.0,2921.0,3134.0,151.0,214.0,68,46,68,46,68,46,68,46,114,114,114,114
11940,1504.0,1654.0,1327.0,1539.0,151.0,213.0,72,91,72,91,72,91,72,91,163,163,163,163
11941,2307.0,2457.0,2193.0,2405.0,151.0,213.0,52,65,52,65,52,65,52,65,117,117,117,117
11943,991.0,1261.0,1128.0,1693.0,271.0,566.0,181,255,181,255,181,255,181,255,436,436,436,436
11944,3114.0,3264.0,2709.0,2921.0,151.0,213.0,31,77,31,77,31,77,31,77,108,108,108,108
11952,1855.0,2005.0,1445.0,1657.0,151.0,213.0,64,91,64,91,64,91,64,91,155,155,155,155
11955,3331.0,3481.0,2873.0,3085.0,151.0,213.0,18,52,18,52,18,52,18,52,70,70,70,70
11959,827.0,1121.0,928.0,1520.0,295.0,593.0,138,279,138,279,138,279,138,279,417,417,417,417
11961,2802.0,2952.0,2288.0,2500.0,151.0,213.0,47,71,47,71,47,71,47,71,118,118,118,118
11962,1877.0,2027.0,1714.0,1926.0,151.0,213.0,41,88,41,88,41,88,41,88,129,129,129,129
11966,2334.0,2484.0,2176.0,2389.0,151.0,214.0,54,126,54,126,54,126,54,126,180,180,180,180
11967,3041.0,3191.0,2429.0,2641.0,151.0,213.0,59,83,59,83,59,83,59,83,142,142,142,142
11969,586.0,942.0,182.0,887.0,357.0,706.0,101,131,101,131,101,131,101,131,232,232,232,232
11970,3531.0,3893.0,2781.0,3125.0,363.0,345.0,62,113,62,113,62,113,62,113,175,175,175,175
11977,1228.0,1378.0,1472.0,1684.0,151.0,213.0,42,93,42,93,42,93,42,93,135,135,135,135
11991,2412.0,2562.0,2285.0,2497.0,151.0,213.0,55,76,55,76,55,76,55,76,131,131,131,131
11993,553.0,703.0,707.0,919.0,151.0,213.0,39,60,39,60,39,60,39,60,99,99,99,99
11998,623.0,773.0,544.0,756.0,151.0,213.0,36,68,36,68,36,68,36,68,104,104,104,104
12000,2964.0,3247.0,2125.0,2554.0,284.0,430.0,113,132,113,132,113,132,113,132,245,245,245,245
12004,3410.0,3560.0,2507.0,2719.0,151.0,213.0,60,63,60,63,60,63,60,63,123,123,123,123
12011,2155.0,2305.0,1667.0,1879.0,151.0,213.0,40,73,40,73,40,73,40,73,113,113,113,113
12013,640.0,972.0,509.0,1164.0,333.0,656.0,119,201,119,201,119,201,119,201,320,320,320,320
12015,2640.0,2790.0,1895.0,2107.0,151.0,213.0,25,43,25,43,25,43,25,43,68,68,68,68
12016,2406.0,2556.0,2063.0,2275.0,151.0,213.0,69,98,69,98,69,98,69,98,167,167,167,167
12019,1137.0,1287.0,1346.0,1558.0,151.0,213.0,52,90,52,90,52,90,52,90,142,142,142,142
12024,2654.0,2804.0,2384.0,2596.0,151.0,213.0,30,111,30,111,30,111,30,111,141,141,141,141
12026,687.0,999.0,780.0,1392.0,313.0,613.0,84,252,84,252,84,252,84,252,336,336,336,336
12029,2814.0,2964.0,2121.0,2333.0,151.0,213.0,40,71,40,71,40,71,40,71,111,111,111,111
12033,1412.0,1562.0,1483.0,1695.0,151.0,213.0,33,78,33,78,33,78,33,78,111,111,111,111
12035,1190.0,1340.0,967.0,1179.0,151.0,213.0,111,110,111,110,111,110,111,110,221,221,221,221
12036,2654.0,2804.0,2373.0,2586.0,151.0,214.0,35,120,35,120,35,120,35,120,155,155,155,155
12038,1163.0,1313.0,1321.0,1533.0,151.0,213.0,46,78,46,78,46,78,46,78,124,124,124,124
12039,3131.0,3281.0,2755.0,2967.0,151.0,213.0,21,88,21,88,21,88,21,88,109,109,109,109
12044,1478.0,1628.0,1073.0,1285.0,151.0,213.0,78,99,78,99,78,99,78,99,177,177,177,177
12045,761.0,911.0,701.0,913.0,151.0,213.0,51,86,51,86,51,86,51,86,137,137,137,137
12055,2637.0,2787.0,2378.0,2590.0,151.0,213.0,50,106,50,106,50,106,50,106,156,156,156,156
12060,928.0,1078.0,982.0,1195.0,151.0,214.0,65,53,65,53,65,53,65,53,118,118,118,118
12062,2537.0,2687.0,2304.0,2517.0,151.0,214.0,5,63,5,63,5,63,5,63,68,68,68,68
12065,2870.0,3020.0,2093.0,2305.0,151.0,213.0,53,91,53,91,53,91,53,91,144,144,144,144
12069,2109.0,2259.0,1562.0,1774.0,151.0,213.0,28,86,28,86,28,86,28,86,114,114,114,114
12073,1765.0,1915.0,1655.0,1868.0,151.0,214.0,27,108,27,108,27,108,27,108,135,135,135,135
12074,2367.0,2517.0,2165.0,2377.0,151.0,213.0,41,69,41,69,41,69,41,69,110,110,110,110
